Type, ID, Coordinates
TH30,0,498016,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 0.000), EndPoint = Point(X = 12000.000, Y = 40000.000, Z = 0.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531742,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 4000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531744,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 4000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 4000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531746,Line(StartPoint = Point(X = 35000.000, Y = 40000.000, Z = 4000.000), EndPoint = Point(X = 35000.000, Y = 37000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531748,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 4000.000), EndPoint = Point(X = 38000.000, Y = 37000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531750,Line(StartPoint = Point(X = 38000.000, Y = 25000.000, Z = 4000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 4000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531752,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 4000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531754,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 4000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531756,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 8000.000), EndPoint = Point(X = 12000.000, Y = 40000.000, Z = 8000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531758,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 8000.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531760,Line(StartPoint = Point(X = 15000.000, Y = 25000.000, Z = 8000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 8000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531762,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 8000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531764,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 8000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531766,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 8000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531768,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 8000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 8000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531770,Line(StartPoint = Point(X = 35000.000, Y = 37000.000, Z = 8000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531772,Line(StartPoint = Point(X = 38000.000, Y = 37000.000, Z = 8000.000), EndPoint = Point(X = 38000.000, Y = 40000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531774,Line(StartPoint = Point(X = 38000.000, Y = 25000.000, Z = 8000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 8000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531776,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 8000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531778,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 8000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531780,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 11000.000), EndPoint = Point(X = 15000.000, Y = 40000.000, Z = 11000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531782,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 11000.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 11000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531784,Line(StartPoint = Point(X = 12000.000, Y = 25000.000, Z = 11000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 11000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531786,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 11000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 11000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531788,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 11000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 11000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531790,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 11000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 11000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531792,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 11000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 11000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531794,Line(StartPoint = Point(X = 35000.000, Y = 37000.000, Z = 11000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 11000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531796,Line(StartPoint = Point(X = 38000.000, Y = 37000.000, Z = 11000.000), EndPoint = Point(X = 38000.000, Y = 40000.000, Z = 11000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531798,Line(StartPoint = Point(X = 38000.000, Y = 25000.000, Z = 11000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 11000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531800,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 11000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 11000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531802,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 11000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 11000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531804,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 14000.000), EndPoint = Point(X = 12000.000, Y = 40000.000, Z = 14000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531806,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 14000.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 14000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531808,Line(StartPoint = Point(X = 15000.000, Y = 25000.000, Z = 14000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 14000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531810,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 14000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 14000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531812,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 14000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 14000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531814,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 14000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 14000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531816,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 14000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 14000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531818,Line(StartPoint = Point(X = 35000.000, Y = 37000.000, Z = 14000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 14000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531820,Line(StartPoint = Point(X = 38000.000, Y = 37000.000, Z = 14000.000), EndPoint = Point(X = 38000.000, Y = 40000.000, Z = 14000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531822,Line(StartPoint = Point(X = 38000.000, Y = 25000.000, Z = 14000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 14000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531824,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 14000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 14000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531826,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 14000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 14000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531828,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 17000.000), EndPoint = Point(X = 12000.000, Y = 40000.000, Z = 17000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531830,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 17000.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 17000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531832,Line(StartPoint = Point(X = 15000.000, Y = 25000.000, Z = 17000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 17000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531834,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 17000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 17000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531836,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 17000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 17000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531838,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 17000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 17000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531840,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 17000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 17000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531842,Line(StartPoint = Point(X = 35000.000, Y = 40000.000, Z = 17000.000), EndPoint = Point(X = 35000.000, Y = 37000.000, Z = 17000.000), Direction = Vector(X = 0.000, Y = -3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531844,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 17000.000), EndPoint = Point(X = 38000.000, Y = 37000.000, Z = 17000.000), Direction = Vector(X = 0.000, Y = -3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531846,Line(StartPoint = Point(X = 38000.000, Y = 25000.000, Z = 17000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 17000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531848,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 17000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 17000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531850,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 17000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 17000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531852,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 20000.000), EndPoint = Point(X = 15000.000, Y = 40000.000, Z = 20000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531854,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 20000.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531856,Line(StartPoint = Point(X = 12000.000, Y = 25000.000, Z = 20000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 20000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531858,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 20000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531860,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 20000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531862,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 20000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531864,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 20000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 20000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531866,Line(StartPoint = Point(X = 35000.000, Y = 37000.000, Z = 20000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531868,Line(StartPoint = Point(X = 38000.000, Y = 37000.000, Z = 20000.000), EndPoint = Point(X = 38000.000, Y = 40000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531870,Line(StartPoint = Point(X = 38000.000, Y = 25000.000, Z = 20000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 20000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531872,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 20000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531874,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 20000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531876,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 23000.000), EndPoint = Point(X = 12000.000, Y = 40000.000, Z = 23000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531878,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 23000.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531880,Line(StartPoint = Point(X = 15000.000, Y = 25000.000, Z = 23000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 23000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531882,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 23000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531884,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 23000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531886,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 23000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531888,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 23000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 23000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531890,Line(StartPoint = Point(X = 35000.000, Y = 40000.000, Z = 23000.000), EndPoint = Point(X = 35000.000, Y = 37000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531892,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 23000.000), EndPoint = Point(X = 38000.000, Y = 37000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531894,Line(StartPoint = Point(X = 38000.000, Y = 25000.000, Z = 23000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 23000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531896,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 23000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531898,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 23000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531908,Line(StartPoint = Point(X = 16500.000, Y = 5000.000, Z = 0.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 0.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531910,Line(StartPoint = Point(X = 36500.000, Y = 5000.000, Z = 0.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 0.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531912,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 0.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,531914,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 0.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,531916,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 0.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,531918,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 0.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,531920,Line(StartPoint = Point(X = 36500.000, Y = 5000.000, Z = 4000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 4000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531922,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 4000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,531924,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 4000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,531926,Line(StartPoint = Point(X = 16500.000, Y = 5000.000, Z = 4000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 4000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531928,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 4000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,531930,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 4000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,532252,Line(StartPoint = Point(X = 33500.000, Y = 5000.000, Z = 8000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 8000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,532254,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 8000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,532256,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 8000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,532258,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 8000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,532260,Line(StartPoint = Point(X = 16500.000, Y = 5000.000, Z = 8000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 8000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,532262,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 8000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,532684,Line(StartPoint = Point(X = 33500.000, Y = 5000.000, Z = 11000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 11000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,532686,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 11000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 11000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,532688,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 11000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 11000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,532690,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 11000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 11000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,532692,Line(StartPoint = Point(X = 13500.000, Y = 5000.000, Z = 11000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 11000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,532694,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 11000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 11000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,532952,Line(StartPoint = Point(X = 33500.000, Y = 5000.000, Z = 14000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 14000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,532954,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 14000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 14000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,532956,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 14000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 14000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,532958,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 14000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 14000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,532960,Line(StartPoint = Point(X = 16500.000, Y = 5000.000, Z = 14000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 14000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,532962,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 14000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 14000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,533220,Line(StartPoint = Point(X = 33500.000, Y = 5000.000, Z = 17000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 17000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,533222,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 17000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 17000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
